symbol,name,market_cap,ipo_year,sector,industry,exchange
XTNT,"Xtant Medical Holdings, Inc.",$29.77M,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),AMEX
YUMA,"Yuma Energy, Inc.",$2.79M,,energy,Oil & Gas Production,AMEX
ZDGE,"Zedge, Inc.",$23.61M,2016.0,technology,Computer Software: Prepackaged Software,AMEX
ZOM,Zomedica Pharmaceuticals Corp.,$156.31M,2017.0,health_care,Major Pharmaceuticals,AMEX
YI,"111, Inc.",68028408.6,2018.0,health_care,Medical/Nursing Services,NASDAQ
PIH,"1347 Property Insurance Holdings, Inc.",27265565.6,2014.0,finance,Property-Casualty Insurers,NASDAQ
PIHPP,"1347 Property Insurance Holdings, Inc.",0.0,,finance,Property-Casualty Insurers,NASDAQ
TURN,180 Degree Capital Corp.,61620692.76,,finance,Finance/Investors Services,NASDAQ
FLWS,"1-800 FLOWERS.COM, Inc.",821483148.8,1999.0,consumer_services,Other Specialty Stores,NASDAQ
BCOW,"1895 Bancorp of Wisconsin, Inc.",32004500.0,2019.0,finance,Banks,NASDAQ
FCCY,1st Constitution Bancorp (NJ),165984767.0,,finance,Savings Institutions,NASDAQ
SRCE,1st Source Corporation,1148464945.58,,finance,Major Banks,NASDAQ
VNET,"21Vianet Group, Inc.",590779822.08,2011.0,technology,"Computer Software: Programming, Data Processing",NASDAQ
TWOU,"2U, Inc.",3203699669.72,2014.0,technology,Computer Software: Prepackaged Software,NASDAQ
QFIN,"360 Finance, Inc.",41850000.0,2018.0,finance,Finance: Consumer Services,NASDAQ
TPNL,"3PEA International, Inc.",169360000.0,,miscellaneous,Business Services,NASDAQ
JOBS,"51job, Inc.",2448510691.2,2004.0,technology,Diversified Commercial Services,NASDAQ
EGHT,8x8 Inc,1887395671.99,,technology,EDP Services,NASDAQ
AAON,"AAON, Inc.",1864463479.23,,capital_goods,Industrial Machinery/Components,NASDAQ
ABEO,Abeona Therapeutics Inc.,336570291.72,,health_care,Major Pharmaceuticals,NASDAQ
ABEOW,Abeona Therapeutics Inc.,0.0,,health_care,Major Pharmaceuticals,NASDAQ
ABIL,Ability Inc.,8611990.95,2014.0,consumer_durables,Telecommunications Equipment,NASDAQ
ABMD,"ABIOMED, Inc.",14598661886.5,,health_care,Medical/Dental Instruments,NASDAQ
AXAS,Abraxas Petroleum Corporation,226583133.2,,energy,Oil & Gas Production,NASDAQ
ACIU,AC Immune SA,773997308.1,2016.0,health_care,Major Pharmaceuticals,NASDAQ
ACIA,"Acacia Communications, Inc.",1710748925.1,2016.0,technology,Semiconductors,NASDAQ
ACTG,Acacia Research Corporation,155371068.47,,miscellaneous,Multi-Sector Companies,NASDAQ
ACHC,"Acadia Healthcare Company, Inc.",2563840140.75,,health_care,Medical Specialities,NASDAQ
ACAD,ACADIA Pharmaceuticals Inc.,2722873105.89,1985.0,health_care,Major Pharmaceuticals,NASDAQ
ACST,"Acasti Pharma, Inc.",85160138.03,,health_care,Major Pharmaceuticals,NASDAQ
AXDX,"Accelerate Diagnostics, Inc.",866637900.57,,capital_goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
XLRN,Acceleron Pharma Inc.,1977408626.64,2013.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ANCX,Access National Corporation,510257465.76,,finance,Savings Institutions,NASDAQ
ARAY,Accuray Incorporated,336240838.8,2007.0,health_care,Medical/Dental Instruments,NASDAQ
ACRX,"AcelRx Pharmaceuticals, Inc.",145482089.2,2011.0,health_care,Major Pharmaceuticals,NASDAQ
ACER,Acer Therapeutics Inc.,239462174.16,,health_care,Major Pharmaceuticals,NASDAQ
ACET,Aceto Corporation,40918299.87,,health_care,Other Pharmaceuticals,NASDAQ
AKAO,"Achaogen, Inc.",60797638.3,2014.0,health_care,Major Pharmaceuticals,NASDAQ
ACHV,"Achieve Life Sciences, Inc. ",8468589.78,,health_care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
ACHN,"Achillion Pharmaceuticals, Inc.",298024765.5,2006.0,health_care,Major Pharmaceuticals,NASDAQ
ACIW,"ACI Worldwide, Inc.",3298461103.8,,technology,Computer Software: Prepackaged Software,NASDAQ
ACRS,"Aclaris Therapeutics, Inc.",264447793.86,2015.0,health_care,Major Pharmaceuticals,NASDAQ
ACMR,"ACM Research, Inc.",167239062.1,2017.0,technology,Industrial Machinery/Components,NASDAQ
ACNB,ACNB Corporation,269435490.24,,finance,Major Banks,NASDAQ
ACOR,"Acorda Therapeutics, Inc.",798980095.2,2006.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ATVI,"Activision Blizzard, Inc",35962580339.3,,technology,Computer Software: Prepackaged Software,NASDAQ
ADMS,"Adamas Pharmaceuticals, Inc.",234812228.47,2014.0,health_care,Major Pharmaceuticals,NASDAQ
ADMP,Adamis Pharmaceuticals Corporation,124376271.54,,health_care,Major Pharmaceuticals,NASDAQ
ADAP,Adaptimmune Therapeutics plc,406450594.08,2015.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ADUS,Addus HomeCare Corporation,842617177.15,2009.0,health_care,Medical/Nursing Services,NASDAQ
AEY,"ADDvantage Technologies Group, Inc.",14292561.886,,consumer_services,Office Equipment/Supplies/Services,NASDAQ
IOTS,Adesto Technologies Corporation,148642417.1,2015.0,technology,Semiconductors,NASDAQ
ADIL,"Adial Pharmaceuticals, Inc",51062492.4,2018.0,health_care,Major Pharmaceuticals,NASDAQ
ADILW,"Adial Pharmaceuticals, Inc",0.0,2018.0,health_care,Major Pharmaceuticals,NASDAQ
ADMA,ADMA Biologics Inc,157594226.2,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ADBE,Adobe Inc.,1.18103906858e+11,1986.0,technology,Computer Software: Prepackaged Software,NASDAQ
ADOM,"ADOMANI, Inc.",19637718.84,2017.0,capital_goods,Auto Parts:O.E.M.,NASDAQ
ADTN,"ADTRAN, Inc.",560843383.65,1994.0,public_utilities,Telecommunications Equipment,NASDAQ
ADRO,"Aduro Biotech, Inc.",222331435.2,2015.0,health_care,Major Pharmaceuticals,NASDAQ
ADES,"Advanced Emissions Solutions, Inc.",220665191.48,,basic_industries,Major Chemicals,NASDAQ
AEIS,"Advanced Energy Industries, Inc.",1755485798.55,1995.0,capital_goods,Industrial Machinery/Components,NASDAQ
AMD,"Advanced Micro Devices, Inc.",19718304371.7,,technology,Semiconductors,NASDAQ
ADXS,"Advaxis, Inc.",25713205.13,,health_care,Major Pharmaceuticals,NASDAQ
ADVM,"Adverum Biotechnologies, Inc.",200550129.01,2014.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,1522500.0,,,,NASDAQ
DWSH,AdvisorShares Dorsey Wright Short ETF,14057347.5,,,,NASDAQ
ACT,AdvisorShares Vice ETF,11735430.0,,,,NASDAQ
AEGN,Aegion Corp,594254276.1,,basic_industries,Water Supply,NASDAQ
AGLE,"Aeglea BioTherapeutics, Inc.",217815616.26,2016.0,health_care,Major Pharmaceuticals,NASDAQ
AEHR,Aehr Test Systems,25359408.3,1997.0,capital_goods,Electrical Products,NASDAQ
AMTX,"Aemetis, Inc",17598803.005,,basic_industries,Major Chemicals,NASDAQ
AERI,"Aerie Pharmaceuticals, Inc.",1915869872.25,2013.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AVAV,"AeroVironment, Inc.",1749164066.3,2007.0,capital_goods,Aerospace,NASDAQ
ARPO,"Aerpio Pharmaceuticals, Inc.",118107032.84,,health_care,Major Pharmaceuticals,NASDAQ
AEZS,AEterna Zentaris Inc.,59186736.0,,health_care,Major Pharmaceuticals,NASDAQ
AEMD,"Aethlon Medical, Inc.",23818005.9,,capital_goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
GNMX,"Aevi Genomic Medicine, Inc.",12519438.2906,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AFMD,Affimed N.V.,224116232.8,2014.0,health_care,Major Pharmaceuticals,NASDAQ
AGEN,Agenus Inc.,382786238.34,2000.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AGRX,"Agile Therapeutics, Inc.",26814316.62,2014.0,health_care,Major Pharmaceuticals,NASDAQ
AGYS,"Agilysys, Inc.",332219751.32,,technology,EDP Services,NASDAQ
AGIO,"Agios Pharmaceuticals, Inc.",3269641591.2,2013.0,health_care,Major Pharmaceuticals,NASDAQ
AGMH,AGM Group Holdings Inc.,1029697705.0,2018.0,technology,EDP Services,NASDAQ
AGNC,AGNC Investment Corp.,9384284768.5,2008.0,consumer_services,Real Estate Investment Trusts,NASDAQ
AGNCB,AGNC Investment Corp.,8706290585.79,,consumer_services,Real Estate Investment Trusts,NASDAQ
AGNCN,AGNC Investment Corp.,0.0,,consumer_services,Real Estate Investment Trusts,NASDAQ
AGFS,"AgroFresh Solutions, Inc.",203774408.4,2014.0,finance,Business Services,NASDAQ
AGFSW,"AgroFresh Solutions, Inc.",0.0,2014.0,finance,Business Services,NASDAQ
ALRN,"Aileron Therapeutics, Inc.",21669934.3175,2017.0,health_care,Major Pharmaceuticals,NASDAQ
AIMT,"Aimmune Therapeutics, Inc.",1454394522.39,2015.0,health_care,Major Pharmaceuticals,NASDAQ
AIRT,"Air T, Inc.",61456711.92,,transportation,Air Freight/Delivery Services,NASDAQ
ATSG,"Air Transport Services Group, Inc",1375391409.36,,transportation,Air Freight/Delivery Services,NASDAQ
AIRG,"Airgain, Inc.",113622588.06,2016.0,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
AMCN,AirMedia Group Inc,17800033.106,2007.0,technology,Advertising,NASDAQ
AKAM,"Akamai Technologies, Inc.",10394109779.3,1999.0,miscellaneous,Business Services,NASDAQ
AKTX,Akari Therapeutics Plc,29048000.07,,health_care,Major Pharmaceuticals,NASDAQ
AKCA,"Akcea Therapeutics, Inc.",2734910314.0,2017.0,health_care,Major Pharmaceuticals,NASDAQ
AKBA,"Akebia Therapeutics, Inc.",722364861.24,2014.0,health_care,Major Pharmaceuticals,NASDAQ
AKER,Akers Biosciences Inc.,18336821.16,2014.0,health_care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
AKRX,"Akorn, Inc.",456792237.72,,health_care,Major Pharmaceuticals,NASDAQ
AKTS,"Akoustis Technologies, Inc.",179542273.14,,public_utilities,Telecommunications Equipment,NASDAQ
ALRM,"Alarm.com Holdings, Inc.",2767380617.45,2015.0,technology,Computer Software: Prepackaged Software,NASDAQ
ALSK,"Alaska Communications Systems Group, Inc.",100520553.42,1999.0,public_utilities,Telecommunications Equipment,NASDAQ
ALAC,Alberton Acquisition Corporation,144840935.0,2018.0,finance,Business Services,NASDAQ
ALACR,Alberton Acquisition Corporation,0.0,2018.0,finance,Business Services,NASDAQ
ALACU,Alberton Acquisition Corporation,0.0,2018.0,finance,Business Services,NASDAQ
ALACW,Alberton Acquisition Corporation,0.0,2018.0,finance,Business Services,NASDAQ
ALBO,"Albireo Pharma, Inc.",290270754.0,,health_care,Major Pharmaceuticals,NASDAQ
ABDC,Alcentra Capital Corp.,92998569.92,,,,NASDAQ
ALDR,"Alder BioPharmaceuticals, Inc.",796005041.45,2014.0,health_care,Major Pharmaceuticals,NASDAQ
ALDX,"Aldeyra Therapeutics, Inc.",235412572.98,2014.0,health_care,Major Pharmaceuticals,NASDAQ
ALXN,"Alexion Pharmaceuticals, Inc.",24919893794.4,1996.0,health_care,Major Pharmaceuticals,NASDAQ
ALCO,"Alico, Inc.",225358452.85,,consumer_non_durables,Farming/Seeds/Milling,NASDAQ
ALGN,"Align Technology, Inc.",16539970147.0,2001.0,health_care,Industrial Specialties,NASDAQ
ALIM,"Alimera Sciences, Inc.",58165468.74,2010.0,health_care,Major Pharmaceuticals,NASDAQ
ALYA,Alithya Group inc.,140448974.9,,technology,"Computer Software: Programming, Data Processing",NASDAQ
ALJJ,"ALJ Regional Holdings, Inc.",54377802.05,,miscellaneous,Business Services,NASDAQ
ALKS,Alkermes plc,5217753987.46,1991.0,health_care,Major Pharmaceuticals,NASDAQ
ALLK,Allakos Inc.,1800333272.25,2018.0,health_care,Major Pharmaceuticals,NASDAQ
ABTX,"Allegiance Bancshares, Inc.",785337366.94,2015.0,finance,Major Banks,NASDAQ
ALGT,Allegiant Travel Company,1932713993.6,2006.0,transportation,Air Freight/Delivery Services,NASDAQ
ALGR,Allegro Merger Corp.,187550400.0,2018.0,finance,Business Services,NASDAQ
ALGRR,Allegro Merger Corp.,0.0,2018.0,finance,Business Services,NASDAQ
ALGRU,Allegro Merger Corp.,0.0,2018.0,finance,Business Services,NASDAQ
ALGRW,Allegro Merger Corp.,0.0,2018.0,finance,Business Services,NASDAQ
ALNA,"Allena Pharmaceuticals, Inc.",186228403.53,2017.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AMMA,"Alliance MMA, Inc.",3213804.3124,2016.0,consumer_services,Services-Misc. Amusement & Recreation,NASDAQ
ARLP,"Alliance Resource Partners, L.P.",2310691787.25,1999.0,energy,Coal Mining,NASDAQ
LNT,Alliant Energy Corporation,10006478527.1,,public_utilities,Power Generation,NASDAQ
AHPI,"Allied Healthcare Products, Inc.",8269892.9885,1992.0,health_care,Industrial Specialties,NASDAQ
AMOT,"Allied Motion Technologies, Inc.",415065531.6,,capital_goods,Electrical Products,NASDAQ
ALQA,"Alliqua BioMedical, Inc.",11612087.2,,health_care,Medical/Dental Instruments,NASDAQ
ALLO,"Allogene Therapeutics, Inc.",3497486098.09,2018.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ALLT,Allot Ltd.,213074565.6,2006.0,technology,Computer Communications Equipment,NASDAQ
MDRX,"Allscripts Healthcare Solutions, Inc.",2033673369.48,,technology,EDP Services,NASDAQ
ALNY,"Alnylam Pharmaceuticals, Inc.",8171335355.04,2004.0,health_care,Major Pharmaceuticals,NASDAQ
AOSL,Alpha and Omega Semiconductor Limited,248108172.48,2010.0,technology,Semiconductors,NASDAQ
GOOG,Alphabet Inc.,7.51777879858e+11,2004.0,technology,"Computer Software: Programming, Data Processing",NASDAQ
GOOGL,Alphabet Inc.,7.57717159481e+11,,technology,"Computer Software: Programming, Data Processing",NASDAQ
SMCP,AlphaMark Actively Managed Small Cap ETF,22370000.0,,,,NASDAQ
ATEC,"Alphatec Holdings, Inc.",78646942.92,2006.0,health_care,Medical/Dental Instruments,NASDAQ
ALPN,"Alpine Immune Sciences, Inc.",79651668.0,2015.0,health_care,Major Pharmaceuticals,NASDAQ
AMR,"Alta Mesa Resources, Inc.",458959280.555,2017.0,energy,Oil & Gas Production,NASDAQ
AMRWW,"Alta Mesa Resources, Inc.",0.0,2017.0,energy,Oil & Gas Production,NASDAQ
AABA,Altaba Inc.,38499943477.6,,technology,EDP Services,NASDAQ
ALTR,Altair Engineering Inc.,2127434130.25,2017.0,technology,Computer Software: Prepackaged Software,NASDAQ
ALT,"Altimmune, Inc.",27579069.0,,health_care,Major Pharmaceuticals,NASDAQ
ASPS,Altisource Portfolio Solutions S.A.,391177905.0,,consumer_services,Other Consumer Services,NASDAQ
AIMC,Altra Industrial Motion Corp.,1785007279.2,2006.0,capital_goods,Industrial Machinery/Components,NASDAQ
ALTM,Altus Midstream Company,2784644143.85,2017.0,energy,Oil & Gas Production,NASDAQ
AMAG,"AMAG Pharmaceuticals, Inc.",572741878.0,,health_care,Major Pharmaceuticals,NASDAQ
AMAL,Amalgamated Bank,608425852.75,2018.0,consumer_non_durables,Textiles,NASDAQ
AMRN,Amarin Corporation plc,4945879324.21,,health_care,Major Pharmaceuticals,NASDAQ
AMRK,"A-Mark Precious Metals, Inc.",84025827.5,,basic_industries,Other Specialty Stores,NASDAQ
AMZN,"Amazon.com, Inc.",8.23315596454e+11,1997.0,consumer_services,Catalog/Specialty Distribution,NASDAQ
AMBC,"Ambac Financial Group, Inc.",854135477.52,,finance,Property-Casualty Insurers,NASDAQ
AMBCW,"Ambac Financial Group, Inc.",0.0,,finance,Property-Casualty Insurers,NASDAQ
AMBA,"Ambarella, Inc.",1128195587.2,2012.0,technology,Semiconductors,NASDAQ
AMCX,AMC Networks Inc.,3561364674.0,,consumer_services,Television Services,NASDAQ
AMCI,AMCI Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
AMCIU,AMCI Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
AMCIW,AMCI Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
DOX,Amdocs Limited,8304747307.5,,technology,EDP Services,NASDAQ
AMED,Amedisys Inc,4033907773.5,,health_care,Medical/Nursing Services,NASDAQ
UHAL,Amerco,6772529975.2,,consumer_services,Rental/Leasing Companies,NASDAQ
AMRH,"Ameri Holdings, Inc.",8911703.025,,technology,Semiconductors,NASDAQ
AMRHW,"Ameri Holdings, Inc.",0.0,,technology,Semiconductors,NASDAQ
ATAX,"America First Multifamily Investors, L.P.",361911160.78,,finance,Finance: Consumer Services,NASDAQ
AMOV,"America Movil, S.A.B. de C.V.",51737476439.4,,public_utilities,Telecommunications Equipment,NASDAQ
AAL,"American Airlines Group, Inc.",15125495244.9,,transportation,Air Freight/Delivery Services,NASDAQ
AETI,"American Electric Technologies, Inc.",7709837.433,,energy,Industrial Machinery/Components,NASDAQ
AFIN,"American Finance Trust, Inc.",1408621800.3,,consumer_services,Real Estate Investment Trusts,NASDAQ
AMNB,"American National Bankshares, Inc.",288273377.48,,finance,Major Banks,NASDAQ
ANAT,American National Insurance Company,3521993819.0,,finance,Life Insurance,NASDAQ
AOBC,American Outdoor Brands Corporation,731925806.92,,capital_goods,Ordnance And Accessories,NASDAQ
APEI,"American Public Education, Inc.",487962714.61,2007.0,consumer_services,Other Consumer Services,NASDAQ
AMRB,American River Bankshares,81574054.3,,finance,Major Banks,NASDAQ
AMSWA,"American Software, Inc.",327521155.98,,technology,Computer Software: Prepackaged Software,NASDAQ
AMSC,American Superconductor Corporation,253591309.11,1991.0,consumer_durables,Metal Fabrications,NASDAQ
AMWD,American Woodmark Corporation,1153905240.12,1986.0,basic_industries,Forest Products,NASDAQ
CRMT,"America&#39;s Car-Mart, Inc.",466247133.03,,consumer_durables,Automotive Aftermarket,NASDAQ
ABCB,Ameris Bancorp,1678749800.16,1994.0,finance,Major Banks,NASDAQ
AMSF,"AMERISAFE, Inc.",1062353997.4,2005.0,finance,Property-Casualty Insurers,NASDAQ
ASRV,AmeriServ Financial Inc.,72938900.01,,finance,Major Banks,NASDAQ
ASRVP,AmeriServ Financial Inc.,0.0,,finance,Major Banks,NASDAQ
ATLO,Ames National Corporation,237428281.5,,finance,Major Banks,NASDAQ
AMGN,Amgen Inc.,1.26736535439e+11,1983.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
FOLD,"Amicus Therapeutics, Inc.",2301764952.96,2007.0,health_care,Major Pharmaceuticals,NASDAQ
AMKR,"Amkor Technology, Inc.",1741404611.93,1998.0,technology,Semiconductors,NASDAQ
AMPH,"Amphastar Pharmaceuticals, Inc.",1004024611.26,2014.0,health_care,Major Pharmaceuticals,NASDAQ
IBUY,Amplify Online Retail ETF,275814000.0,,,,NASDAQ
ASYS,"Amtech Systems, Inc.",65254175.64,,technology,Industrial Machinery/Components,NASDAQ
AMRS,"Amyris, Inc.",270687879.52,2010.0,basic_industries,Major Chemicals,NASDAQ
ADI,"Analog Devices, Inc.",32203881111.0,,technology,Semiconductors,NASDAQ
ANAB,"AnaptysBio, Inc.",1913005342.78,2017.0,health_care,Major Pharmaceuticals,NASDAQ
AVXL,Anavex Life Sciences Corp.,85718538.08,,health_care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ANGI,ANGI Homeservices Inc.,7978767005.44,,consumer_services,Advertising,NASDAQ
ANGO,"AngioDynamics, Inc.",772082450.37,2004.0,health_care,Medical/Dental Instruments,NASDAQ
ANIP,"ANI Pharmaceuticals, Inc.",641496105.9,,health_care,Major Pharmaceuticals,NASDAQ
ANIK,Anika Therapeutics Inc.,490153151.93,,health_care,Medical/Dental Instruments,NASDAQ
ANIX,"Anixa Biosciences, Inc.",80393427.8,,health_care,Medical Specialities,NASDAQ
ANSS,"ANSYS, Inc.",13129785628.3,1996.0,technology,Computer Software: Prepackaged Software,NASDAQ
ATRS,"Antares Pharma, Inc.",474199219.69,,health_care,Medical/Dental Instruments,NASDAQ
APLS,"Apellis Pharmaceuticals, Inc.",848137970.68,2017.0,health_care,Major Pharmaceuticals,NASDAQ
APOG,"Apogee Enterprises, Inc.",895170852.0,,capital_goods,Auto Parts:O.E.M.,NASDAQ
APEN,"Apollo Endosurgery, Inc.",71153904.25,,health_care,Medical/Dental Instruments,NASDAQ
AINV,Apollo Investment Corporation,340164594.55,2004.0,,,NASDAQ
AMEH,"Apollo Medical Holdings, Inc.",645903946.95,,consumer_services,Professional Services,NASDAQ
APPF,"AppFolio, Inc.",2081404586.56,2015.0,technology,Computer Software: Prepackaged Software,NASDAQ
APPN,Appian Corporation,1975073396.34,2017.0,technology,Computer Software: Prepackaged Software,NASDAQ
AAPL,Apple Inc.,7.3283567682e+11,1980.0,technology,Computer Manufacturing,NASDAQ
ARCI,"Appliance Recycling Centers of America, Inc.",4490505.03,,consumer_services,Home Furnishings,NASDAQ
APDN,Applied DNA Sciences Inc,16552484.0936,,consumer_services,Other Consumer Services,NASDAQ
APDNW,Applied DNA Sciences Inc,0.0,,consumer_services,Other Consumer Services,NASDAQ
AGTC,Applied Genetic Technologies Corporation,55127338.72,2014.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AMAT,"Applied Materials, Inc.",32247508968.5,1972.0,technology,Semiconductors,NASDAQ
AAOI,"Applied Optoelectronics, Inc.",315788674.85,2013.0,technology,Semiconductors,NASDAQ
AREX,Approach Resources Inc.,98286940.96,2007.0,energy,Oil & Gas Production,NASDAQ
APRI,"Apricus Biosciences, Inc.",7436174.856,,health_care,Major Pharmaceuticals,NASDAQ
APVO,Aptevo Therapeutics Inc.,36037297.28,,health_care,Major Pharmaceuticals,NASDAQ
APTX,Aptinyx Inc.,200314117.12,2018.0,health_care,Major Pharmaceuticals,NASDAQ
APM,Aptorum Group Limited,457166572.5,2018.0,health_care,Major Pharmaceuticals,NASDAQ
APTO,"Aptose Biosciences, Inc.",86496560.96,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
APYX,Apyx Medical Corporation,286878386.88,,health_care,Medical/Dental Instruments,NASDAQ
AQMS,"Aqua Metals, Inc.",77086225.26,2015.0,basic_industries,Metal Fabrications,NASDAQ
AQB,"AquaBounty Technologies, Inc.",35784243.69,,,,NASDAQ
AQST,"Aquestive Therapeutics, Inc.",190807715.25,2018.0,health_care,Major Pharmaceuticals,NASDAQ
AQXP,"Aquinox Pharmaceuticals, Inc.",55548188.48,2014.0,health_care,Major Pharmaceuticals,NASDAQ
